name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
Polagram;Polagram est une application pour imprimer vos photos préférées - en 3 clics - à partir de votre iPhone, de votre iPad ou de votre Android.;Entreprise;;2012;28 rue Paul Valery;75116;Paris;48.871364084, 2.288619494;http://www.polagr.am;polagram;;https://www.facebook.com/polagram
Priceminister;Priceminister est une plateforme de vente en ligne de produits neufs et occasions.;Entreprise;ecommerce;2000;92 rue Réaumur;75002;Paris;48.866859, 2.34968;http://www.priceminister.com;priceminister;https://plus.google.com/+priceminister;https://www.facebook.com/PriceMinister
Feeligo;"We make online communities smile.
Feeligo stickers let brands interact with their audiences and can monetize online communities.";Entreprise;"stickers;monetization;community";2012;76 Boulevard Saint Michel;75005;Paris;48.842991, 2.33843;http://www.feeligo.com;feeligo;https://plus.google.com/+Feeligo;https://www.facebook.com/feeligo
Hecube;Hecube est une agence spécialisée dans les expériences digitales et interactives qui développe 3wdoc, un outil polyvalent spécialement conçu pour créer et délivrer en HTML5 des contenus rich media.;Entreprise;"webdoc;richmedia";2004;2 galerie Vivienne;75002;Paris;48.86656, 2.33999;http://www.hecube.net;3wdoc;;https://www.facebook.com/3wdoc
Altran;Leader mondial du conseil en innovation et ingénierie avancée, Altran accompagne les entreprises dans leurs processus de création et développement de nouveaux produits et services.;Entreprise;telecoms;2009;2, rue Paul Vaillant-Couturier;92300;Levallois-Perret;48.8935677, 2.2773372;http://www.altran.com;;;
Ngine Networks;Ngine Networks est spécialisée dans le développement d'applications et se positionne à la croisée des Usages, du Service, du Réseau et des Terminaux.\\n;Entreprise;apps;2005;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.ngine-networks.com;;;
Mailforgood;Mailforgood propose aux internautes de nouvelles façons d'aider des associations.;Entreprise;"socialgood;associations";2009;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.mailforgood.com;Mailforgood;https://plus.google.com/112998849938459243645;https://www.facebook.com/Mailforgood
Travellution;Travellution est une plateforme de planification de voyages qui connecte des voyageurs qui envisagent d’aller ou rêvent d’aller dans les mêmes destinations et qui partagent des intérêts similaires.;Entreprise;"tourisme;voyage;planification";2011;80 rue des Haies;75020;Paris;48.854858, 2.40352;http://www.travellution.com;travellution;https://plus.google.com/100874463000404829305;https://www.facebook.com/pages/Travellution/210289920951
Egide;Egide conçoit, produit et vend des composants d'encapsulation hermétique (boîtiers) servant à la protection et à l'interconnexion de plusieurs types de puces électroniques ou photoniques. Ces boîtiers ont pour mission d'assurer l'invulnérabilité de systèmes électroniques intégrés ou de puces complexes, sensibles aux environnements thermiques et atmosphériques difficiles.;Entreprise;telecoms;1986;2 rue Rene Descartes, P.A. de Pissaloup;78190;Trappes;48.776731, 2.001844;http://www.egide.fr;;;
Hexaglobe;Hexaglobe est spécialisée dans les technologies pour les professionnels des médias numériques et déploie des solutions de VoD, de Digital Asset management, de gestion de contenu et de diffusion over-the-top.;Entreprise;video;2004;1 rue Méhul;75002;Paris;48.86742, 2.33467;http://www.hexaglobe.com;;;
TDF;;Entreprise;telecoms;1987;106, rue Marx Dormoy Cedex;92541;Montrouge;48.8101687, 2.3140398;http://www.tdf.fr;;;
Cyanide;Cyanide est un studio de développement de jeux vidéo qui a acquis sa notoriété grâce à des séries sportives comme Cycling Manager, Horse Racing Manager, Pro Rugby Manager, et des RPG et RTS comme Chaos League et Loki sur PC.;Entreprise;"jeu;studio";2000;5  boulevard des Bouvets;92000;Nanterre;48.89764, 2.22151;http://www.cyanide-studio.com;CyanideStudio;;https://www.facebook.com/cyanide.games
Novapost;Novapost propose des services en ligne (en mode SaaS) permettant aux entreprises et aux salariés de dématérialiser leurs documents RH.;Entreprise;"rh;dematerialisation;documents";2007;32 rue de Paradis;75010;Paris;48.875198, 2.35151;http://www.novapost.fr;Novapost;;https://www.facebook.com/Novapost
www.parismarais.com;Premier portail alternatif et alter-mondialiste dédié à la promotion touristique et culturelle du quartier du marais, fait par ses habitants, crée en 2000 sans aucune aide publique, 100% indépendant, 100% éthique et 100% made in le marais.;Entreprise;"media;tourisme";2000;45 rue charlot 75003 Paris;;;48.863163788, 2.362829207;http://www.parismarais.com;parismarais;;https://www.facebook.com/pages/Parismarais/338587426166976?ref=hl
Réseau Entreprendre Paris;Réseau Entreprendre Paris est un réseau de chefs d'entreprise qui accompagne les créateurs et repreneurs d'entreprises. Cet accompagnement individuel et collectif se complète d'un prêt d'honneur.;Communauté;;2004;18-20 rue du Faubourg du Temple;75011;Paris;48.868383122, 2.366258722;http://www.reseau-entreprendre-paris.fr/;RE_Paris;;https://www.facebook.com/pages/R%C3%A9seau-Entreprendre-Paris/180531808680979
Altadyn;Altadyn propose des solutions web 3D pour créer des sites et organiser des événements collaboratifs synchrones.;Entreprise;"web3d;immersif;collaboration";2002;2 route de la Bonde;91300;Massy;48.720039, 2.279541;http://www.3Dxplorer.com;Altadyn;;http://www.facebook.com/pages/3DXplorer/183262528362198
AMI Software;AMI Software est un éditeur de logiciels spécialisé dans les solutions de veille stratégique et d'intelligence économique.;Entreprise;"logiciel;veille;businessintelligence";;46 avenue Daumesnil;75012;Paris;48.845879, 2.37827;http://www.amisw.com;ami_software;;http://www.facebook.com/pages/AMI-Software/348124865173
Sunpartner Developpement;Sunpartner est un groupe spécialisé dans la recherche, la mise au point et l'exploitation de solutions innovantes dans le domaine de l'énergie solaire.;Entreprise;;2012;154 boulevard Haussmann;75008;Paris;48.8751402, 2.311527;;;;
Oracle;Oracle est une entreprise qui produit des logiciels tels que Oracle Database (un système de gestion de base de données), Oracle Weblogic Server (un serveur d'applications) et Oracle E-Business Suite (un progiciel de gestion intégré).;Entreprise;sgbd;1977;15 boulevard Charles de Gaulle;92715;Colombes;48.909778, 2.235132;http://www.oracle.com;oracle;https://plus.google.com/+Oracle;https://www.facebook.com/Oracle
XWiki;XWiki offre une gamme de services et une plateforme collaborative de Wiki qui permet de mieux partager et organiser l'information.;Entreprise;"wiki;opensource";2004;35 rue Beaubourg;75003;Paris;48.861851, 2.35381;http://www.xwiki.com;xwiki;;http://www.facebook.com/xwiki
EDF;Distribution d'electricité;Entreprise;energie;1955;22 avenue de Wagram;75382;Paris Cedex 08;48.876212, 2.2971005;http://www.edf.fr;;;
MYCITYPLANNER;MYCITYPLANNER  crée des guides sur mesure avec un contenu personnalisé, sélectif et urbain qui place Paris au centre de la communication d'une marque ou d'une organisation. MYCITYPLANNER édite également un guide gratuit online: it-paris.com.;Prestataire;;2012;39 ave GEORGES MANDEL 75116 PARIS;;;48.863402601, 2.282086868;http://www.mycityplanner.com/;;;https://www.facebook.com/itparis.bestcityguide?ref=hl
Direct Energie;Direct Energie investit dans tous les maillons de la chaîne énergie depuis la production à la fourniture en passant par la distribution d'électricité et de gaz.;Entreprise;energie;2003;2 B rue Louis Armand;75015;Paris;48.8331127, 2.2772428;http://groupe.direct-energie.com/;;;
Arteris;La société Arteris™ commercialise des blocs de propriété intellectuelle et des outils permettant la réalisation de « Network on a Chip (NoC) ». Le NoC d’Arteris permet l’intégration des blocs quelle que soit l’interface présentée (AHB, AXI, OCP).;Entreprise;ocds;2003;Parc Ariane - Immeuble n° 5 - Neptune, boulevard des Chênes;78280;Guyancourt;48.7879249, 2.056279;http://www.arteris.com;;;
Villes Internet;L’association Villes Internet a pour objet de coordonner le développement et l’animation d’un réseau des acteurs de l’Internet citoyen, et tout particulièrement des élus et agents des collectivités qui animent le territoire public.;Communauté;"internetpublic;internetcitoyen;collectivites";1999;9 rue Soyer;92200;Neuilly sur Seine;48.887901, 2.26128;http://www.villes-internet.net;Villes_Internet;;https://www.facebook.com/villes.internet
Alternativ Vision Of Business (AVOB);Editeur de logiciel français dans le secteur de la gestion énergétique du matériel informatique et plus globalement un acteur reconnu de l’informatique éco-responsable ou Green computing;Entreprise;"energie;ocds";2009;77, rue Marcel Dassault;92100;Boulogne-Billancourt;48.8341246, 2.2494999;http://www.avob.fr;;;
Diconex;fabrication de composants hyperfréquence;Entreprise;telecoms;1988;12 avenue des CuresZI;95580;Andilly;49.008628, 2.303938;http://www.diconex.fr;;;
Explee;Explee est une application en ligne qui permet de créer des vidéos d'animation pour exprimer des idées.;Entreprise;video;2012;61 rue du Faubourg Saint-Denis;75010;Paris;48.872082, 2.35392;http://www.explee.com;Explee;;https://www.facebook.com/explee
Happy Content;Happy Content fournit des contenus aux professionnels de l’Internet.;Prestataire;"Prestataire;Plateformes médias, web agency, sites web";2007;80 rue de la Roquette;75011;Paris;48.856041, 2.37583;http://www.happycontent.com;;;
Advanced Track And Trace;De la Traçabilité sécurisée unitaire... aux preuves incontestables;Entreprise;securite;2003;99 avenue de La Châtaigneraie;92504;Rueil-Malmaison;48.8601284, 2.179578;http://www.att-fr.com/fr;;;
Ericsson;;Entreprise;"energie;telecoms";2005;6-8 rue Ampère;91348;Massy;48.719372, 2.265238;;;;
Sem Issy Média;Issy Média est la société d'économie mixte chargée de la communication et de l'innovation numérique de la ville d'Issy-les-Moulineaux.;Entreprise;"numerique;communication;innovation";1990;62 rue du général Leclerc;92130;Issy-les-Moulineaux;48.824416467, 2.273839943;www.issymedia.fr;issy_media;;http://www.facebook.com/IssylesMoulineaux
Netgem;Netgem fournit ses solutions de divertissement pour tous les écrans de la maison connectée aux opérateurs multiservices.;Entreprise;iptv;1996;27 rue d'Orléans;92200;Neuilly sur Seine;48.882919, 2.27325;http://www.netgem.com;Netgem;;
SimpleMail;SimpleMail est une plateforme simple et intuitive qui permet d'éditer, de publier, de diffuser et de suivre la performance de vos newsletters.;Entreprise;"emailing;newsletter";2011;1 avenue Christian Doppler;77700;Serris;48.840672, 2.79249;http://www.simple-mail.fr;simplemailfr;;https://www.facebook.com/simplemailfr
Kadank;Kadank est un studio de création de jeux sociaux en 3D, multijoueurs et en temps réel.;Entreprise;"jeu;socialgaming;3d";2011;3 rue Séguier;75006;Paris;48.854252, 2.3422;http://www.kadank.com;kadankgames;;
Mutinerie;Mutinerie est un espace de coworking, un lieu est destiné à fournir aux indépendants et entrepreneurs un espace de travail, de rencontres et d’échanges : Libres Ensemble !;Tiers-lieu;coworking;2012;29 rue de Meaux;75019;Paris;48.879761, 2.37198;http://www.mutinerie.org;MutinerieCrew;;https://www.facebook.com/mutinerie.coworking
Total Immersion;Total Immersion est une société spécialisée dans le développement d'applications de réalité augmentée créées à partir de sa propre solution logicielle D'Fusion.;Entreprise;ra;1999;26 avenue du Général Charles de Gaulle;92150;Suresnes;48.870239, 2.22438;http://www.t-immersion.com;totalimmersion;;http://www.facebook.com/totalimmersion
Business et Stratégie Open Source;Conseil, stratégie et formation Open Source;Prestataire;"opensource;strategie;formation";2013;13 place de la frenaie;94470;Boissy Saint Léger;48.75615497, 2.502580661;www.businesstrategie.com;Bee3OSS;;
CoffeePoke;CoffeePoke est une application de réseau social d'entreprise qui permet à chaque collaborateur de poster des messages, de partager liens, documents, photos et vidéos, voire de commenter ou « liker » les contributions de ses collègues.;Entreprise;"reseausocial;RSE";2012;108 rue Saint Honoré;75001;Paris;48.861561, 2.3418;http://www.coffeepoke.com;coffeepoke;;https://www.facebook.com/enlightncoffeepoke
Lesmobilizers;Lesmobilizers est une agence spécialisée dans la conception et le développement d'applications mobiles innovantes.;Prestataire;mobile;2009;127 rue d'Aboukir;75002;Paris;48.868865, 2.350711;http://www.lesmobilizers.com;lesmobilizers;;https://www.facebook.com/pages/Lesmobilizers/151035719380
3S Photonics;3S PHOTONICS conçoit, développe, fabrique et commercialise des composants actifs à partir de ses propres puces optoélectroniques III-V et des composants passifs issus d'une technologie à base de réseaux de Bragg sur fibres optiques.;Entreprise;telecoms;2007;Route de Villejust;91625;Nozay;48.6678218, 2.2362117;http://www.3Sphotonics.com;;;
PushPrivate;PushPrivate est une plateforme en ligne pour accélérer sa recherche d'emploi et faciliter le recrutement.;Entreprise;"emploi;recrutement";;131 avenue de Versailles;75016;Paris;48.842861, 2.2691;http://www.pushprivate.com;;https://plus.google.com/110482884608774286712;https://www.facebook.com/PushPrivate
Café Craft;Situé à deux pas du canal Saint-Martin, le café Craft est un lieu conçu pour les travailleurs nomades, qui carburent au café.;Tiers-lieu;"cafe;coworking";2012;24 rue des Vinaigriers;75010;Paris;48.873131, 2.36307;http://www.cafe-craft.com;Cafe_Craft;;https://www.facebook.com/pages/Café-Craft/354177147964286
Drixe;Drixe est une agence conseil en en communications digitales.;Prestataire;"communication;digital;web";2010;51 avenue du Président Wilson;93100;Montreuil;48.85868, 2.44043;http://www.drixe.net;drixe;https://plus.google.com/115916426717344588499;https://www.facebook.com/drixe69
